firstname;lastname;address;PLZ;city;birthdate;email;gamertag;join_date;hardware;game;playtime;wins;losses;ingamelevel
Javonte;Treutel;Carlie Springs 96;5465;North Emmanuel;1964-12-07;roxanne.koch@hotmail.com;Vilma86;2017-02-18;Nintendo Switch;World of Tanks;924;934;584;32
Giovanny;Kulas;Else Shore 7;7516;Kuhicton;1999-03-17;erica.schaefer@yahoo.com;Abdul.Moen1;2017-11-11;Playstation 4;Rocket League;142;729;182;84
Betty;Paucek-Effertz;Verona Spurs 24;7631;Colliermouth;1986-08-31;marilie.barton@yahoo.com;Chelsie.Weissnat;2017-03-08;Xbox One;Hearthstone;499;431;297;98
Isabelle;Dibbert;Kohler Wells 82;7768;North Lionelland;1960-05-19;hubert_pacocha33@yahoo.com;Jodie31;2022-05-23;Playstation 5;Grand Theft Auto V;886;484;648;21
Alek;Abernathy;Zetta Station 19;4841;Samanthacester;1996-01-18;cortez_walter@hotmail.com;Gregory.Hayes16;2016-12-28;Playstation 5;World of Warcraft;411;977;85;8
Flossie;Bayer;Kirlin Via 72;9826;Port Devon;2003-06-10;denis.herman15@yahoo.com;Myra_Stoltenberg;2016-06-04;Nintendo Switch;Diablo III;931;324;394;56
Shannon;Kshlerin;Marcia Wall 55;3325;North Angelina;1965-08-27;jermain.hettinger@hotmail.com;Samir1;2020-04-10;Playstation 4;PlayerUnknown's Battlegrounds;646;853;458;67
Clementine;Bruen;Nikolas Meadow 83;5202;Fullerton;2005-10-17;keanu62@gmail.com;Eleanore43;2016-03-31;Playstation 5;Dota 2;359;128;758;83
Gerda;Mosciski;Schaefer Road 65;2676;Mount Pleasant;1968-10-26;andres.lakin3@yahoo.com;Douglas90;2020-09-17;Xbox One;Rocket League;412;671;892;61
Wellington;Gutkowski;Jeremie View 65;4776;Portage;2006-01-04;jennifer54@hotmail.com;Rebeca8;2021-11-15;Xbox One;FIFA 20;757;831;497;30
Kareem;Hilpert;Daniel Extensions 5;6086;South Paxtonshire;1973-01-29;earline2@gmail.com;Titus.Olson;2020-02-14;Xbox One;Overwatch;160;310;206;8
Avery;Prohaska-Kovacek;Schaefer Way 55;7047;West Agustinfurt;1967-05-27;orrin47@gmail.com;Avery.Roob;2014-08-08;Xbox One;Path of Exile;542;294;939;93
Zion;Zieme;Bogan Coves 97;7215;Fort Triston;2005-08-12;oran_witting11@hotmail.com;Cleveland.Lockman;2017-06-22;Xbox One;Starcraft II;382;903;805;41
Elise;Kuhlman;Leann Inlet 85;9190;Port Newtonside;1976-11-24;daphnee.tillman@yahoo.com;Erna.Rolfson69;2018-05-23;Playstation 5;Valorant;737;2;676;68
Stephen;Ratke;Balistreri Via 7;4517;Roweberg;1976-02-22;camryn8@gmail.com;Chase_Lehner99;2015-01-10;Xbox Series X;World of Warships;671;121;228;29
Jakayla;Jacobson;Veum Junctions 10;1246;Danielborough;1996-03-05;gene.kautzer@yahoo.com;Lavada_Batz60;2013-08-08;Nintendo Switch;Overwatch;614;600;406;28
Ella;Mraz;Dora Curve 66;5393;North Jessyca;1958-07-17;candido.rath@hotmail.com;Magali_Hills12;2017-11-15;Xbox Series X;Minecraft;451;813;80;96
Reanna;Cronin;Elisha Cove 50;1354;Lake Laceyfurt;1989-05-06;tyreek.cassin@hotmail.com;Cathryn34;2014-04-23;Xbox One;PlayerUnknown's Battlegrounds;891;557;525;65
Catalina;Mueller;Heaney Circle 11;1522;Spencermouth;1982-02-22;lois80@hotmail.com;Edgar_Lind4;2020-12-25;Nintendo Switch;League of Legends;506;498;129;60
Cayla;Ritchie;Kaelyn Parkway 65;2714;Honolulu;2007-09-24;lelia56@yahoo.com;Curtis61;2015-07-06;Nintendo Switch;Call of Duty: Warzone;755;248;499;43
Margaret;Morissette;Otha Spur 31;8411;West Agustinburgh;1993-03-11;kelsi.zemlak19@hotmail.com;Neal.Wehner;2022-11-12;Xbox One;Rainbow Six Siege;119;595;28;35
Pearlie;Hagenes;Sabryna Mews 56;8925;South Leopoldborough;1966-01-03;amara25@hotmail.com;Elouise.Klein25;2016-05-19;Playstation 4;Apex Legends;445;877;350;25
Amiya;Von;Sven Lane 66;8234;Fort Chanelmouth;1990-02-08;brielle58@yahoo.com;Leo5;2020-05-02;PC;FIFA 20;265;505;832;10
Kayden;Goyette;Conroy Corners 29;7562;Hilllfurt;1950-08-20;dax.ritchie@gmail.com;Drew_Boehm62;2013-08-15;Playstation 5;Apex Legends;907;879;894;70
Marjorie;Lesch;Weimann Parkways 63;8974;Amyton;1967-01-16;caesar31@hotmail.com;Lonzo52;2019-07-28;Playstation 4;PlayerUnknown's Battlegrounds;849;448;545;87
Austin;Schoen;Ondricka Parkway 37;1158;Port Kennediworth;1977-04-13;elbert90@hotmail.com;Letitia_Greenfelder72;2021-09-28;Nintendo Switch;Minecraft;116;813;659;21
Mathew;Goyette;Lehner Hills 38;5305;Mesquite;1979-06-21;sadye.mcclure61@yahoo.com;Brandt_Klein;2019-09-23;PC;Hearthstone;616;14;826;17
Jaydon;Denesik;Faye Spring 45;2069;Alexandriahaven;1953-10-07;julia.johnston@hotmail.com;Cooper14;2015-01-05;Xbox One;Call of Duty: Warzone;731;155;647;29
Felipa;McLaughlin;Nikolaus Meadows 95;8952;Fort Reuben;1969-04-13;laverne26@gmail.com;Amalia19;2017-08-09;Nintendo Switch;Rainbow Six Siege;793;167;915;19
Hosea;Rempel;Swift Mountains 55;4647;Feestfort;1979-01-14;madie_lakin84@hotmail.com;Marge_Raynor;2021-03-10;PC;Smite;833;216;695;72
Keshaun;Kshlerin;Walsh Parks 20;4500;Stokescester;1966-03-11;omari72@yahoo.com;Novella_Mertz;2015-12-23;Nintendo Switch;NBA 2K20;670;581;488;75
Doug;Lubowitz-King;Tillman Parkways 72;4067;South Sheridanside;1959-12-14;vada4@gmail.com;Katharina_Leffler;2021-07-19;Nintendo Switch;Grand Theft Auto V;601;818;4;39
Bonnie;Schowalter;Jorge Burgs 17;2943;Chadrickfield;1955-05-13;marley15@gmail.com;Alaina_Watsica5;2016-07-28;Playstation 4;Apex Legends;454;769;991;12
Jayda;Beer;Odell Unions 34;8775;Ashaville;1992-02-11;sarina49@hotmail.com;Norwood_Mertz34;2014-10-24;Nintendo Switch;Valorant;814;875;109;58
Elliot;White;Hansen Village 19;8098;Gainesville;2007-05-16;ericka_brekke72@hotmail.com;Jesus_Moore-Rohan;2021-10-20;Playstation 5;Heroes of the Storm;708;905;999;39
Marlen;Mills;Wehner Pines 31;4338;Darrionfield;1981-10-08;isadore.fritsch@gmail.com;Rodrick34;2019-04-07;PC;Rainbow Six Siege;119;114;316;57
Mozelle;Koss;Rollin Islands 28;6339;Georgetown;1991-09-05;saul93@yahoo.com;Warren55;2015-12-29;Xbox One;FIFA 20;723;620;439;50
Newell;Littel-Corwin;Adell Hill 32;4125;Edgarmouth;1986-02-23;eulalia98@hotmail.com;Santino.Mayert;2016-01-02;Xbox Series X;Path of Exile;165;337;945;97
Brian;Dooley-Morar;Stoltenberg Mount 22;8027;East Rosalind;1958-02-04;dixie61@gmail.com;Rowena.Toy87;2016-11-08;Xbox One;Heroes of the Storm;265;337;826;38
Antwan;Herman-Rogahn;Adan Viaduct 77;3058;Fairfield;1993-09-01;keon94@hotmail.com;Octavia_Fisher;2017-11-19;Xbox Series X;Teamfight Tactics;249;921;22;66
Salma;Douglas;Halvorson Mall 89;3147;Manhattan;1987-10-15;katherine.keeling45@hotmail.com;Noemi_Christiansen80;2018-11-10;Nintendo Switch;PlayerUnknown's Battlegrounds;164;408;594;96
Cristal;McDermott;Friesen Crescent 88;1732;Whitetown;1986-04-02;ocie9@gmail.com;Chadd_Renner79;2015-02-13;PC;Rocket League;254;921;142;84
Lurline;Murray-Luettgen;Hilll Crossing 83;1729;Minnetonka;1994-11-05;keanu.okuneva@gmail.com;Lon_Konopelski;2017-01-11;Xbox One;Hearthstone;958;386;440;83
Fausto;Dietrich-Hoppe;Adelbert Pine 3;4189;Kemmerfort;1960-10-14;adele51@gmail.com;Mack.Luettgen-Vandervort;2014-06-15;Playstation 5;Smite;833;379;800;86
Aiyana;Lemke;Connor View 38;4513;Bergebury;1991-06-04;frank_schuster@gmail.com;Ana_MacGyver66;2018-07-04;PC;Heroes of the Storm;345;950;444;53
Lawson;Block;Dooley Underpass 30;2887;Zolaburgh;1970-06-16;jailyn_pouros@hotmail.com;Emanuel.Kassulke;2023-02-01;Xbox One;World of Tanks;406;377;368;84
Stephen;Schinner;Bernardo Turnpike 91;3797;Howellview;1975-09-24;devonte.wolf11@gmail.com;Jocelyn.Armstrong79;2015-02-14;Playstation 5;Minecraft;325;391;910;77
Maximus;Bode;Gorczany Bypass 25;4081;St. Petersburg;1997-07-02;jovan.fahey@gmail.com;Lynn.Moen61;2013-11-06;Xbox Series X;PlayerUnknown's Battlegrounds;769;689;379;100
Hilton;Cronin;McCullough Shoals 76;2220;West Terryville;1954-12-01;miracle59@hotmail.com;Lionel_Bogisich76;2018-11-06;Nintendo Switch;Call of Duty: Warzone;947;377;787;40
Ewald;Schuppe;Blanca Canyon 96;2135;Fort Vincentboro;1950-03-09;grayce.white10@hotmail.com;Rupert44;2021-05-22;PC;Teamfight Tactics;569;293;552;52
Wilber;Grimes;Kyra Manor 7;7549;Orland Park;1985-10-29;margret71@gmail.com;Zachary.Adams-Will7;2019-07-16;Nintendo Switch;FIFA 20;728;992;564;62
Tristin;Bartoletti-Kuphal;Gleichner Plain 30;1235;Gorczanyfurt;2006-03-24;micaela_hermann-nolan@hotmail.com;Americo.Franecki87;2017-06-23;Playstation 5;World of Warships;491;569;660;18
Jerrod;D'Amore;Kacey Grove 58;6569;Town 'n' Country;1976-04-29;gerda_damore11@gmail.com;Franz.Lang;2017-02-11;PC;Fortnite;558;882;162;78
Joanie;Dickens;Padberg Via 50;7566;Champaign;1954-05-04;hanna.adams@gmail.com;Norris58;2022-09-28;Xbox Series X;World of Warships;147;275;137;80
Callie;Hagenes;Adah Ridge 26;6266;Taunton;1957-08-21;stefan_gottlieb@hotmail.com;Novella.Miller;2020-09-10;Playstation 5;Madden NFL 20;502;404;48;32
Carmine;Halvorson;Delia Oval 53;7205;Jimmieville;1984-03-23;orion.rutherford0@yahoo.com;Mark.Welch;2015-12-07;Playstation 5;Counter Strike: Global Offensive;552;333;331;73
Ellis;Swift;Torp Estate 86;5491;North Judy;1985-02-28;ransom.cormier54@yahoo.com;Verna_Beatty;2016-03-18;Nintendo Switch;Destiny 2;205;392;509;7
Nicolette;Emard;Marcellus Ramp 39;7386;Earleneberg;1974-11-11;flavio_hilll@hotmail.com;Matilde_Quitzon51;2021-03-10;PC;Smite;932;1000;879;65
Alfonso;Hane;McDermott Unions 67;1966;Oxnard;1963-10-05;jacynthe_oberbrunner@gmail.com;Dereck98;2022-06-29;Playstation 5;NBA 2K20;130;957;240;87
Anibal;Bednar;Kody Lock 19;8147;East Archibald;1996-06-17;lexi_fritsch@yahoo.com;Magali_Cronin80;2019-03-29;Playstation 4;Starcraft II;995;693;465;50
Shaylee;Schroeder;Sister Meadows 65;3401;Mayaguez;1974-09-23;fern.nader@hotmail.com;Daisha.Spencer85;2016-04-18;Playstation 4;PlayerUnknown's Battlegrounds;385;298;119;56
Madisen;Haley;Ebert Place 5;4268;Stefaniebury;1990-11-30;abbey33@hotmail.com;Ruby84;2020-11-24;Nintendo Switch;Destiny 2;230;482;598;56
Bethany;Goodwin;Brendon Shores 30;1190;East Kavonshire;1988-12-25;anahi_gleichner@hotmail.com;Thaddeus_Turner;2022-10-29;Xbox Series X;Hearthstone;615;857;56;1
Loren;Stark;Luettgen Avenue 13;6122;Ryannmouth;1969-01-05;lane.leannon@yahoo.com;Dale78;2016-05-31;Playstation 4;World of Warcraft;362;896;75;21
Odessa;Spencer;Monahan Bridge 24;9675;Rippinmouth;1950-04-18;orrin.prosacco87@gmail.com;Annamarie9;2019-11-22;Xbox Series X;Call of Duty: Warzone;395;182;512;71
Orlo;Ankunding;Rohan Light 58;4449;Helenestead;1980-06-05;derick_pollich@hotmail.com;Jaquan_Runolfsdottir90;2018-04-25;Playstation 4;Rainbow Six Siege;521;570;283;12
Archibald;O'Kon;Grant Orchard 4;7517;West Justicefield;1994-06-09;lyla.beer35@gmail.com;Julie96;2014-04-06;Xbox Series X;Rocket League;366;900;136;86
Florence;Swift;Lemke Extensions 59;7570;Laverneton;2001-05-31;archibald0@hotmail.com;Kailee.Cremin;2019-07-30;PC;Hearthstone;127;133;816;32
Nelson;Stoltenberg;Lucie Via 35;6273;Framiboro;1955-12-04;shanel_schmitt80@gmail.com;Alessia52;2018-03-25;PC;Rainbow Six Siege;671;0;328;36
Junius;Keebler;Pouros Pass 49;3356;Goodyear;2002-06-24;yvonne78@yahoo.com;King.Wuckert;2015-07-18;PC;Valorant;219;514;158;9
Shyanne;Nicolas;Robel Well 11;3584;East Joelle;2004-05-02;julien_dickinson78@gmail.com;Everette_Mills;2020-06-30;PC;Grand Theft Auto V;358;202;595;41
Jalen;Stracke;Hoeger Valley 43;9744;South Adeline;1951-10-08;terrance_feest10@yahoo.com;Myrtis.Casper;2018-12-09;Xbox Series X;Rainbow Six Siege;772;728;143;49
Cecil;Jakubowski;Mollie Canyon 23;8356;South Kattie;2003-09-08;nathan60@yahoo.com;Vivianne_Jerde65;2017-11-20;PC;PlayerUnknown's Battlegrounds;555;707;459;83
Demarco;Conroy;August Station 16;1585;Jefffield;1991-03-21;rosetta_hyatt87@hotmail.com;Preston_Stracke93;2021-03-20;Playstation 5;Hearthstone;607;862;520;36
Einar;Kunde;Streich Union 89;6780;West Haven;1978-11-03;gina44@gmail.com;Kory_Wisoky;2014-05-28;PC;Dota 2;260;753;900;72
Cleora;Kertzmann;Botsford Stream 66;8255;Olaburgh;1980-08-04;maximo_reinger9@hotmail.com;Nathaniel_Ullrich15;2015-10-16;Playstation 4;FIFA 20;119;197;43;33
